Shape,Price,Carat,Cut,Color,Clarity,Delivery Date
Oval,$818,0.50,Very Good,E,SI2,Jan 6
Oval,$818,0.50,Very Good,I,SI1,Jan 5
Oval,$820,0.42,Very Good,E,VVS2,Jan 6
Oval,$830,0.40,Very Good,E,VS2,Jan 5
Oval,$830,0.54,Very Good,F,SI2,Jan 6
Oval,$841,0.33,Very Good,D,VVS2,Jan 5
Oval,$853,0.48,Very Good,E,SI1,Jan 6
Oval,$856,0.40,Very Good,H,VS2,Jan 6
Oval,$859,0.41,Very Good,I,VVS1,Jan 5
Oval,$861,0.40,Very Good,H,VS1,Jan 5
Oval,$861,0.40,Very Good,G,VS2,Jan 5
Oval,$861,0.40,Very Good,G,VS2,Jan 5
Oval,$862,0.50,Very Good,E,SI2,Jan 6
Oval,$862,0.40,Very Good,F,VVS1,Jan 6
Oval,$864,0.50,Very Good,G,SI1,Jan 6
Oval,$868,0.55,Very Good,J,VS2,Jan 5
Oval,$868,0.50,Very Good,E,SI2,Jan 6
Oval,$872,0.50,Very Good,I,SI1,Jan 5
Oval,$877,0.40,Very Good,F,VS2,Jan 5
Oval,$877,0.40,Very Good,D,VS2,Jan 5
Oval,$880,0.46,Very Good,D,VVS2,Jan 6
Oval,$880,0.53,Very Good,G,SI1,Jan 6
Oval,$886,0.50,Very Good,H,SI1,Jan 5
Oval,$887,0.40,Very Good,F,VVS1,Jan 6
Oval,$890,0.48,Very Good,F,VS2,Jan 6
Oval,$890,0.44,Very Good,G,VVS1,Jan 6
Oval,$895,0.50,Very Good,J,VS2,Jan 5
Oval,$898,0.46,Very Good,J,VVS2,Jan 5
Oval,$900,0.41,Very Good,D,VVS1,Jan 6
Oval,$900,0.51,Very Good,F,SI1,Jan 6
Oval,$902,0.40,Very Good,D,VS2,Jan 5
Oval,$902,0.40,Very Good,G,VVS2,Jan 5
Oval,$905,0.52,Very Good,I,SI1,Jan 5
Oval,$912,0.50,Very Good,F,SI1,Jan 5
Oval,$912,0.50,Very Good,F,SI1,Jan 6
Oval,$915,0.49,Very Good,D,SI2,Jan 5
Oval,$915,0.50,Very Good,F,SI1,Jan 6
Oval,$915,0.50,Very Good,E,SI1,Jan 6
Oval,$924,0.40,Very Good,F,SI1,Jan 6
Oval,$925,0.50,Very Good,E,SI1,Jan 6
Oval,$926,0.56,Very Good,F,SI2,Jan 6
Oval,$929,0.50,Very Good,G,SI1,Jan 5
Oval,$929,0.50,Very Good,G,SI1,Jan 5
Oval,$930,0.51,Very Good,F,SI2,Jan 5
Oval,$940,0.50,Very Good,H,SI1,Jan 6
Oval,$940,0.50,Very Good,J,VS1,Jan 5
Oval,$940,0.50,Very Good,J,VS1,Jan 5
Oval,$941,0.50,Very Good,E,SI1,Jan 6
Oval,$942,0.50,Very Good,I,VS2,Jan 5
Oval,$946,0.55,Very Good,K,VS2,Jan 5
Oval,$947,0.42,Very Good,D,VS2,Jan 5
Oval,$948,0.50,Very Good,I,VS2,Jan 6
Oval,$950,0.40,Very Good,F,VVS1,Jan 6
Oval,$950,0.42,Very Good,F,VVS1,Jan 6
Oval,$953,0.50,Very Good,E,SI1,Jan 6
Oval,$954,0.50,Very Good,E,SI1,Jan 6
Oval,$955,0.40,Very Good,F,VS1,Jan 5
Oval,$958,0.52,Very Good,F,SI1,Jan 6
Oval,$970,0.50,Very Good,I,VS2,Jan 5
Oval,$971,0.50,Very Good,E,SI1,Jan 6
Oval,$973,0.50,Very Good,E,SI1,Jan 6
Oval,$978,0.50,Very Good,F,SI2,Jan 6
Oval,$980,0.51,Very Good,F,VS2,Jan 6
Oval,$981,0.50,Very Good,I,VS2,Jan 6
Oval,$983,0.50,Very Good,F,SI1,Jan 6
Oval,$984,0.50,Very Good,D,SI1,Jan 5
Oval,$984,0.50,Very Good,I,VVS2,Jan 6
Oval,$985,0.50,Very Good,I,VS1,Jan 6
Oval,$998,0.50,Very Good,E,SI1,Jan 6
Oval,"$1,001",0.50,Very Good,I,VS2,Jan 5
Oval,"$1,004",0.51,Very Good,J,VS1,Jan 5
Oval,"$1,005",0.51,Very Good,F,SI1,Jan 6
Oval,"$1,006",0.40,Very Good,F,VS2,Jan 6
Oval,"$1,012",0.40,Very Good,D,VS1,Jan 5
Oval,"$1,019",0.47,Very Good,F,VS2,Jan 6
Oval,"$1,020",0.51,Very Good,E,SI2,Jan 5
Oval,"$1,021",0.50,Very Good,D,SI1,Jan 5
Oval,"$1,025",0.51,Very Good,G,SI1,Jan 5
Oval,"$1,026",0.50,Very Good,H,VS2,Jan 5
Oval,"$1,026",0.50,Very Good,H,VS2,Jan 5
Oval,"$1,026",0.50,Very Good,H,VS2,Jan 5
Oval,"$1,029",0.40,Very Good,F,VS2,Jan 6
Oval,"$1,029",0.53,Very Good,F,SI1,Jan 5
Oval,"$1,030",0.50,Very Good,I,VS1,Jan 6
Oval,"$1,031",0.50,Very Good,I,VVS1,Jan 5
Oval,"$1,035",0.54,Very Good,E,SI1,Jan 6
Oval,"$1,035",0.59,Very Good,J,SI1,Jan 5
Oval,"$1,040",0.50,Very Good,I,VS2,Jan 6
Oval,"$1,045",0.50,Very Good,D,SI2,Jan 5
Oval,"$1,050",0.40,Very Good,F,VS2,Jan 6
Oval,"$1,056",0.37,Very Good,D,VS2,Jan 6
Oval,"$1,057",0.59,Very Good,J,SI1,Jan 5
Oval,"$1,060",0.50,Very Good,I,VS1,Jan 5
Oval,"$1,062",0.53,Very Good,J,SI1,Jan 5
Oval,"$1,070",0.51,Very Good,H,VVS2,Jan 6
Oval,"$1,070",0.50,Very Good,H,VS2,Jan 6
Oval,"$1,073",0.50,Very Good,F,SI1,Jan 5
Oval,"$1,074",0.50,Very Good,G,SI1,Jan 5
Oval,"$1,077",0.56,Very Good,F,SI2,Jan 5
Oval,"$1,077",0.50,Very Good,H,VVS2,Jan 5
Oval,"$1,089",0.50,Very Good,I,VVS2,Jan 5
Oval,"$1,090",0.55,Very Good,F,SI2,Jan 6
Oval,"$1,096",0.50,Very Good,D,SI1,Jan 5
Oval,"$1,096",0.70,Very Good,K,SI1,Jan 6
Oval,"$1,097",0.50,Very Good,E,SI1,Jan 5
Oval,"$1,099",0.50,Very Good,H,SI1,Jan 5
Oval,"$1,099",0.51,Very Good,D,SI1,Jan 5
Oval,"$1,103",0.50,Very Good,H,VS2,Jan 6
Oval,"$1,104",0.59,Very Good,I,IF,Dec 30
Oval,"$1,106",0.50,Very Good,G,VS2,Jan 5
Oval,"$1,107",0.50,Very Good,G,VS2,Jan 6
Oval,"$1,111",0.60,Very Good,K,VS2,Jan 5
Oval,"$1,111",0.50,Very Good,G,VS1,Jan 5
Oval,"$1,119",0.51,Very Good,E,SI1,Jan 5
Oval,"$1,128",0.50,Very Good,D,SI1,Jan 5
Oval,"$1,128",0.50,Very Good,D,SI1,Jan 5
Oval,"$1,130",0.61,Very Good,J,VS2,Jan 5
Oval,"$1,141",0.60,Very Good,J,SI1,Jan 5
Oval,"$1,148",0.50,Very Good,G,VS1,Jan 6
Oval,"$1,148",0.50,Very Good,F,VS2,Jan 5
Oval,"$1,150",0.51,Very Good,E,VS2,Jan 6
Oval,"$1,152",0.46,Very Good,D,SI1,Jan 5
Oval,"$1,156",0.60,Very Good,J,SI1,Jan 5
Oval,"$1,158",0.55,Very Good,J,SI1,Jan 6
Oval,"$1,159",0.60,Very Good,J,SI1,Jan 6
Oval,"$1,160",0.52,Very Good,F,VS1,Jan 6
Oval,"$1,166",0.50,Very Good,I,VS1,Jan 5
Oval,"$1,166",0.50,Very Good,E,SI1,Jan 5
Oval,"$1,172",0.51,Very Good,F,SI1,Jan 5
Oval,"$1,177",0.50,Very Good,G,SI1,Jan 5
Oval,"$1,180",0.51,Very Good,I,IF,Jan 5
Oval,"$1,181",0.50,Very Good,E,SI1,Jan 6
Oval,"$1,186",0.54,Very Good,J,VVS2,Jan 5
Oval,"$1,187",0.51,Very Good,K,VVS2,Jan 6
Oval,"$1,190",0.54,Very Good,H,VVS1,Jan 6
Oval,"$1,191",0.50,Very Good,F,VS1,Jan 5
Oval,"$1,200",0.50,Very Good,G,SI1,Jan 6
Oval,"$1,205",0.60,Very Good,F,SI2,Jan 6
Oval,"$1,209",0.52,Very Good,F,SI1,Jan 5
Oval,"$1,223",0.55,Very Good,H,VS1,Jan 5
Oval,"$1,224",0.50,Very Good,G,VS2,Jan 5
Oval,"$1,226",0.50,Very Good,E,VS2,Jan 5
Oval,"$1,226",0.50,Very Good,H,VVS1,Jan 6
Oval,"$1,230",0.50,Very Good,F,VS1,Jan 6
Oval,"$1,231",0.50,Very Good,F,VS1,Jan 5
Oval,"$1,231",0.50,Very Good,F,VS1,Jan 5
Oval,"$1,239",0.50,Very Good,I,VS2,Jan 6
Oval,"$1,243",0.50,Very Good,H,VVS2,Jan 5
Oval,"$1,243",0.50,Very Good,G,VVS2,Jan 5
Oval,"$1,249",0.51,Very Good,E,SI1,Jan 5
Oval,"$1,253",0.54,Very Good,E,SI1,Jan 5
Oval,"$1,254",0.50,Very Good,G,VS1,Jan 6
Oval,"$1,258",0.50,Very Good,E,VS1,Jan 6
Oval,"$1,260",0.50,Very Good,F,VVS2,Jan 6
Oval,"$1,260",0.50,Very Good,D,SI1,Jan 5
Oval,"$1,260",0.71,Very Good,J,SI2,Jan 6
Oval,"$1,261",0.54,Very Good,I,VS1,Jan 5
Oval,"$1,265",0.50,Very Good,H,VS2,Jan 6
Oval,"$1,265",0.70,Very Good,J,SI2,Jan 6
Oval,"$1,270",0.50,Very Good,E,VS1,Jan 5
Oval,"$1,277",0.50,Very Good,H,VS2,Jan 6
Oval,"$1,286",0.60,Very Good,H,SI1,Jan 6
Oval,"$1,288",0.50,Very Good,F,SI1,Jan 6
Oval,"$1,292",0.46,Very Good,F,VS2,Jan 5
Oval,"$1,292",0.52,Very Good,H,VVS1,Jan 5
Oval,"$1,296",0.46,Very Good,E,SI1,Jan 5
Oval,"$1,313",0.51,Very Good,I,VS1,Jan 4
Oval,"$1,313",0.51,Very Good,F,VS2,Jan 6
Oval,"$1,314",0.50,Very Good,I,VVS2,Jan 6
Oval,"$1,318",0.56,Very Good,G,VS2,Jan 5
Oval,"$1,322",0.59,Very Good,J,VVS2,Jan 5
Oval,"$1,328",0.50,Very Good,F,VVS2,Jan 5
Oval,"$1,330",0.52,Very Good,G,VVS1,Jan 6
Oval,"$1,332",0.50,Very Good,F,VS2,Jan 6
Oval,"$1,332",0.50,Very Good,F,VS2,Jan 6
Oval,"$1,332",0.50,Very Good,F,VS2,Jan 6
Oval,"$1,334",0.40,Very Good,D,VS2,Jan 5
Oval,"$1,335",0.50,Very Good,F,VS2,Jan 5
Oval,"$1,335",0.50,Very Good,G,VS1,Jan 5
Oval,"$1,336",0.51,Very Good,E,SI1,Jan 6
Oval,"$1,336",0.60,Very Good,J,VS1,Jan 6
Oval,"$1,339",0.50,Very Good,G,VS2,Jan 6
Oval,"$1,343",0.50,Very Good,H,IF,Jan 5
Oval,"$1,350",0.54,Very Good,F,VVS1,Jan 6
Oval,"$1,352",0.50,Very Good,E,VS2,Jan 5
Oval,"$1,354",0.54,Very Good,I,VVS2,Jan 5
Oval,"$1,355",0.57,Very Good,H,VS2,Jan 6
Oval,"$1,355",0.50,Very Good,H,VS1,Jan 5
Oval,"$1,360",0.52,Very Good,D,VS1,Jan 5
Oval,"$1,362",0.71,Very Good,K,VS1,Jan 5
Oval,"$1,363",0.50,Very Good,F,VS2,Jan 6
Oval,"$1,365",0.41,Very Good,F,VS1,Jan 5
Oval,"$1,365",0.50,Very Good,E,VS1,Jan 5
Oval,"$1,365",0.51,Very Good,H,VVS2,Jan 6
Oval,"$1,365",0.59,Very Good,I,VS2,Jan 5
Oval,"$1,365",0.59,Very Good,I,VS2,Jan 5
Oval,"$1,367",0.60,Very Good,I,SI1,Jan 5
Oval,"$1,369",0.50,Very Good,D,SI1,Jan 5
Oval,"$1,370",0.57,Very Good,G,VS2,Jan 5
Oval,"$1,371",0.60,Very Good,H,SI1,Jan 6
Oval,"$1,373",0.50,Very Good,G,VS2,Jan 6
Oval,"$1,379",0.70,Very Good,J,SI2,Jan 6
Oval,"$1,380",0.50,Very Good,F,VS1,Jan 5
Oval,"$1,380",0.50,Very Good,E,VS2,Jan 5
Oval,"$1,383",0.50,Very Good,G,VS2,Jan 5
Oval,"$1,383",0.72,Very Good,J,VS2,Jan 6
Oval,"$1,387",0.55,Very Good,F,VS1,Jan 6
Oval,"$1,390",0.52,Very Good,D,SI1,Jan 6
Oval,"$1,396",0.49,Very Good,D,VS2,Jan 5
Oval,"$1,402",0.50,Very Good,D,SI1,Jan 6
Oval,"$1,405",0.60,Very Good,J,VVS1,Jan 6
Oval,"$1,410",0.55,Very Good,F,VS1,Jan 5
Oval,"$1,425",0.50,Very Good,E,VS1,Jan 5
Oval,"$1,425",0.50,Very Good,E,VS1,Jan 5
Oval,"$1,425",0.50,Very Good,F,VS1,Jan 5
Oval,"$1,425",0.50,Very Good,J,VVS1,Jan 6
Oval,"$1,426",0.54,Very Good,I,VVS2,Jan 5
Oval,"$1,426",0.50,Very Good,F,VS2,Jan 5
Oval,"$1,427",0.74,Very Good,J,SI2,Jan 6
Oval,"$1,428",0.43,Very Good,D,VS2,Jan 5
Oval,"$1,429",0.47,Very Good,G,VVS1,Dec 30
Oval,"$1,432",0.52,Very Good,F,VS1,Jan 5
Oval,"$1,432",0.70,Very Good,H,SI2,Jan 6
Oval,"$1,433",0.50,Very Good,E,VVS2,Jan 5
Oval,"$1,437",0.61,Very Good,I,VS1,Jan 6
Oval,"$1,440",0.50,Very Good,H,VS1,Jan 5
Oval,"$1,440",0.51,Very Good,F,VVS1,Jan 5
Oval,"$1,440",0.51,Very Good,D,VS1,Jan 5
Oval,"$1,450",0.72,Very Good,G,SI2,Jan 6
Oval,"$1,456",0.51,Very Good,E,VS1,Jan 5
Oval,"$1,457",0.54,Very Good,H,VS1,Jan 5
Oval,"$1,463",0.50,Very Good,F,VS1,Jan 5
Oval,"$1,463",0.50,Very Good,F,VS2,Jan 5
Oval,"$1,464",0.83,Very Good,J,SI2,Jan 6
Oval,"$1,468",0.47,Very Good,E,VVS2,Jan 5
Oval,"$1,470",0.58,Very Good,G,VS2,Jan 5
Oval,"$1,472",0.50,Very Good,E,VS1,Jan 5
Oval,"$1,472",0.50,Very Good,D,VS2,Jan 5
Oval,"$1,482",0.45,Very Good,D,VVS1,Jan 5
Oval,"$1,482",0.53,Very Good,G,VVS2,Jan 5
Oval,"$1,484",0.52,Very Good,E,VS1,Jan 5
Oval,"$1,484",0.70,Very Good,J,SI2,Jan 5
Oval,"$1,486",0.56,Very Good,H,VVS2,Jan 5
Oval,"$1,488",0.54,Very Good,H,IF,Jan 5
Oval,"$1,492",0.77,Very Good,H,SI2,Jan 6
Oval,"$1,492",0.60,Very Good,I,IF,Jan 6
Oval,"$1,492",0.51,Very Good,D,VVS1,Jan 5
Oval,"$1,492",0.51,Very Good,D,VVS1,Jan 5
Oval,"$1,493",0.53,Very Good,G,IF,Jan 6
Oval,"$1,494",0.60,Very Good,J,VS2,Jan 5
Oval,"$1,496",0.50,Very Good,F,IF,Jan 6
Oval,"$1,507",0.59,Very Good,H,VS1,Jan 5
Oval,"$1,508",0.71,Very Good,J,SI1,Jan 5
Oval,"$1,509",0.70,Very Good,G,SI2,Jan 6
Oval,"$1,517",0.50,Very Good,E,VVS2,Jan 5
Oval,"$1,518",0.51,Very Good,E,VS1,Jan 5
Oval,"$1,521",0.60,Very Good,I,VS2,Jan 5
Oval,"$1,521",0.52,Very Good,D,VVS1,Jan 6
Oval,"$1,521",0.70,Very Good,I,SI1,Jan 6
Oval,"$1,523",0.60,Very Good,E,SI1,Jan 6
Oval,"$1,526",0.70,Very Good,J,SI1,Jan 5
Oval,"$1,531",0.70,Very Good,K,SI2,Jan 6
Oval,"$1,534",0.71,Very Good,I,SI1,Jan 6
Oval,"$1,536",0.56,Very Good,G,VS1,Jan 5
Oval,"$1,539",0.50,Very Good,F,VS1,Jan 6
Oval,"$1,546",0.52,Very Good,D,VVS1,Jan 5
Oval,"$1,547",0.80,Very Good,J,SI2,Jan 5
Oval,"$1,549",0.55,Very Good,F,VVS1,Jan 5
Oval,"$1,550",0.52,Very Good,H,VVS2,Jan 5
Oval,"$1,554",0.70,Very Good,E,SI2,Jan 6
Oval,"$1,562",0.80,Very Good,J,SI1,Jan 6
Oval,"$1,563",0.70,Very Good,G,SI2,Jan 6
Oval,"$1,567",0.60,Very Good,I,VS1,Jan 6
Oval,"$1,568",0.50,Very Good,E,VS1,Jan 5
Oval,"$1,579",0.60,Very Good,H,VVS2,Jan 6
Oval,"$1,581",0.50,Very Good,E,IF,Jan 5
Oval,"$1,582",0.70,Very Good,I,SI2,Jan 5
Oval,"$1,583",0.61,Very Good,H,VS2,Jan 6
Oval,"$1,593",0.90,Very Good,J,SI2,Jan 6
Oval,"$1,593",0.70,Very Good,J,SI1,Jan 6
Oval,"$1,601",0.70,Very Good,F,SI2,Jan 6
Oval,"$1,604",0.72,Very Good,J,SI2,Jan 5
Oval,"$1,608",0.70,Very Good,D,SI2,Jan 5
Oval,"$1,612",0.70,Very Good,J,SI1,Jan 5
Oval,"$1,612",0.71,Very Good,F,SI2,Jan 6
Oval,"$1,615",0.56,Very Good,D,VS2,Jan 5
Oval,"$1,618",0.70,Very Good,I,SI2,Jan 6
Oval,"$1,629",0.70,Very Good,J,SI1,Jan 5
Oval,"$1,630",0.50,Very Good,F,VS1,Jan 6
Oval,"$1,637",0.74,Very Good,G,SI2,Jan 6
Oval,"$1,638",0.70,Very Good,D,SI2,Jan 6
Oval,"$1,640",0.57,Very Good,D,VS2,Jan 5
Oval,"$1,643",0.58,Very Good,D,VS2,Jan 5
Oval,"$1,645",0.70,Very Good,I,SI1,Jan 6
Oval,"$1,647",0.54,Very Good,F,VVS2,Jan 5
Oval,"$1,648",0.80,Very Good,F,SI2,Jan 6
Oval,"$1,651",0.60,Very Good,H,VS2,Jan 6
Oval,"$1,659",0.80,Very Good,J,SI1,Jan 6
Oval,"$1,659",0.72,Very Good,J,SI1,Jan 6
Oval,"$1,663",0.71,Very Good,F,SI2,Jan 6
Oval,"$1,666",0.60,Very Good,G,VVS2,Jan 6
Oval,"$1,673",0.56,Very Good,F,VS2,Jan 6
Oval,"$1,680",0.70,Very Good,H,SI1,Jan 6
Oval,"$1,686",0.50,Very Good,F,VVS1,Jan 5
Oval,"$1,686",0.49,Very Good,E,VS1,Jan 5
Oval,"$1,686",0.50,Very Good,F,VVS2,Jan 6
Oval,"$1,689",0.72,Very Good,H,SI2,Jan 5
Oval,"$1,690",0.70,Very Good,G,SI2,Jan 6
Oval,"$1,692",0.51,Very Good,F,VS2,Jan 6
